method,dataset,seed,round,phase,total_rounds,client_frac,local_epochs,lr,batch_size,num_clients,k_config,model_downloads,model_uploads,assignment_model_evals,model_transmissions,runtime_sec,split_file,client_avg_loss,sample_avg_loss,client_avg_acc,micro_acc,global_macro_f1,client_avg_macro_f1,worst_client_acc,best_client_acc,acc_std,num_eval_samples,ari,nmi,purity,k_pred,acc,f1,num_selected_clients,cluster_sizes,assignment_interval,center_init,updated_clusters
fesem,cicids2017,42,1,warmup,50,0.2,2,0.01,64,100,4,20,20,0,40,0.7660098075866699,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.48679147558212277,0.4867914755821228,0.8404,0.8404,0.6261866115783778,0.6229048670007976,0.73,0.93,0.03857252908482927,10000.0,0.0,0.0,0.5,1.0,0.8404,0.6261866115783778,20,[100],,,
fesem,cicids2017,42,2,warmup,50,0.2,2,0.01,64,100,4,40,40,0,80,1.2640180587768555,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.42148466672897344,0.4214846667289734,0.8575999999999998,0.8576,0.6858506885385183,0.6812432150015587,0.78,0.94,0.03547167884383258,10000.0,0.0,0.0,0.5,1.0,0.8576,0.6858506885385183,20,[100],,,
fesem,cicids2017,42,3,warmup,50,0.2,2,0.01,64,100,4,60,60,0,120,1.770371675491333,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.3857903594970702,0.3857903594970703,0.867,0.867,0.7168554623350065,0.7113978439366858,0.8,0.94,0.03401470270338991,10000.0,0.0,0.0,0.5,1.0,0.867,0.7168554623350065,20,[100],,,
fesem,cicids2017,42,4,warmup,50,0.2,2,0.01,64,100,4,80,80,0,160,2.255039691925049,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.36225047907829294,0.36225047907829283,0.8738000000000001,0.8738,0.7385817825557239,0.7340253758945399,0.8,0.95,0.03276522546847497,10000.0,0.0,0.0,0.5,1.0,0.8738,0.7385817825557239,20,[100],,,
fesem,cicids2017,42,5,warmup,50,0.2,2,0.01,64,100,4,100,100,0,200,2.7451236248016357,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.34435224533081055,0.34435224533081055,0.8821000000000001,0.8821,0.7613613020046399,0.7570989602522599,0.8,0.96,0.033415415604178864,10000.0,0.0,0.0,0.5,1.0,0.8821,0.7613613020046399,20,[100],,,
fesem,cicids2017,42,6,clustered,50,0.2,2,0.01,64,100,4,120,120,800,1040,4.385967016220093,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.32981871767044063,0.3298187176704407,0.8832000000000001,0.8832,0.7671284222950611,0.7623200542042545,0.81,0.96,0.03230727472257603,10000.0,0.026253363329400092,0.03481799370761744,0.61,3.0,0.8832,0.7671284222950611,20,"[19, 16, 65, 0]",1,random_perturb,"[0, 1, 2]"
fesem,cicids2017,42,7,clustered,50,0.2,2,0.01,64,100,4,140,140,1200,1480,5.433619976043701,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.3164077919483185,0.3164077919483185,0.8843,0.8843,0.7687352390069335,0.7642484091825128,0.81,0.96,0.03213269363125352,10000.0,0.021470183936636775,0.03557297476542303,0.6,3.0,0.8843,0.7687352390069335,20,"[26, 22, 52, 0]",1,random_perturb,"[0, 1, 2]"
fesem,cicids2017,42,8,clustered,50,0.2,2,0.01,64,100,4,160,160,1600,1920,6.4529242515563965,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.3053146226406097,0.30531462264060977,0.8841000000000001,0.8841,0.7685969718947145,0.7641358276254784,0.81,0.96,0.032468292224876884,10000.0,0.010967575724117625,0.02739291125096778,0.58,3.0,0.8841,0.7685969718947145,20,"[27, 18, 55, 0]",1,random_perturb,"[0, 1, 2]"
fesem,cicids2017,42,9,clustered,50,0.2,2,0.01,64,100,4,180,180,2000,2360,7.484140634536743,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.29573580164909363,0.29573580164909363,0.885,0.885,0.7704586419965995,0.765880106929308,0.81,0.96,0.031733263305244876,10000.0,-0.00021278424087176068,0.00979931370433484,0.56,3.0,0.885,0.7704586419965995,20,"[23, 27, 50, 0]",1,random_perturb,"[0, 1, 2]"
fesem,cicids2017,42,10,clustered,50,0.2,2,0.01,64,100,4,200,200,2400,2800,8.576442956924438,splits\cicids2017\cicids2017_label_group_clients100_train400_test100_val0.2_seed42.json,0.28648572587966914,0.2864857258796692,0.8853,0.8853,0.7708635573191005,0.7662846893810525,0.81,0.96,0.031668754317149904,10000.0,0.0208840135901451,0.03014479199388484,0.59,3.0,0.8853,0.7708635573191005,20,"[20, 23, 57, 0]",1,random_perturb,"[0, 1, 2]"
